"ID,N,9,0","OBJECTID,N,10,0","LSOA_CODE,C,254","LSOA_NAME,C,254","LA_CODE,C,254","LA_NAME,C,254","MSOA_CODE,C,254","MSOA_NAME,C,254","GOR_NAME,C,254","GOR_CODE,C,254","GLOUCEST_1,N,10,0","CFSL,N,9,0,N,10,0","PRIOL,N,9,,N,10,0","L_GL_OSVI_,N,10,0","RankColL,C,254","RankNumL,N,10,0","L_OSVI_Adj,N,10,0","RankColAdj,C,254","RankNumAdj,N,10,0","PRION,N,9,,N,10,0","CFSN,N,9,0,N,10,0","N_GL_OSV_1,N,10,0","RankColN,C,254","RankNumN,N,10,0","N_OSVI_Adj,N,10,0","RankColA_1,C,254","RankNumA_1,N,10,0"
1,22164,E01022100,Cheltenham 008A,E07000078,Cheltenham,E02004607,Cheltenham 008,South West,E12000009,11,0,0,13,Green,1,7,Green,1,0,0,11,Green,1,3,Green,1
2,22165,E01022101,Cheltenham 008B,E07000078,Cheltenham,E02004607,Cheltenham 008,South West,E12000009,10,0,0,16,Yellow,2,10,Yellow,2,0,0,10,Green,1,2,Green,1
3,22166,E01022102,Cheltenham 008C,E07000078,Cheltenham,E02004607,Cheltenham 008,South West,E12000009,12,0,0,21,Orange,3,15,Orange,3,0,0,12,Green,1,4,Green,1
4,22167,E01022103,Cheltenham 012A,E07000078,Cheltenham,E02004611,Cheltenham 012,South West,E12000009,9,0,0,15,Green,1,9,Yellow,2,0,0,9,Green,1,1,Green,1
5,22168,E01022104,Cheltenham 012B,E07000078,Cheltenham,E02004611,Cheltenham 012,South West,E12000009,13,0,0,20,Orange,3,14,Yellow,2,0,0,13,Yellow,2,5,Green,1
6,22169,E01022105,Cheltenham 012C,E07000078,Cheltenham,E02004611,Cheltenham 012,South West,E12000009,11,1,1,13,Green,1,7,Green,1,1,1,11,Green,1,3,Green,1
7,22170,E01022106,Cheltenham 010A,E07000078,Cheltenham,E02004609,Cheltenham 010,South West,E12000009,9,1,1,14,Green,1,8,Yellow,2,1,1,9,Green,1,1,Green,1
8,22171,E01022107,Cheltenham 010B,E07000078,Cheltenham,E02004609,Cheltenham 010,South West,E12000009,13,1,1,17,Yellow,2,11,Yellow,2,1,1,13,Yellow,2,5,Green,1
9,22172,E01022108,Cheltenham 010C,E07000078,Cheltenham,E02004609,Cheltenham 010,South West,E12000009,12,1,1,14,Green,1,8,Yellow,2,1,1,12,Green,1,4,Green,1
10,22173,E01022109,Cheltenham 012D,E07000078,Cheltenham,E02004611,Cheltenham 012,South West,E12000009,10,1,1,15,Green,1,9,Yellow,2,1,1,10,Green,1,2,Green,1
11,22174,E01022110,Cheltenham 012E,E07000078,Cheltenham,E02004611,Cheltenham 012,South West,E12000009,12,1,1,20,Orange,3,14,Yellow,2,1,1,12,Green,1,4,Green,1
12,22175,E01022111,Cheltenham 012F,E07000078,Cheltenham,E02004611,Cheltenham 012,South West,E12000009,16,1,1,17,Yellow,2,11,Yellow,2,1,1,16,Orange,3,8,Yellow,2
13,22176,E01022112,Cheltenham 012G,E07000078,Cheltenham,E02004611,Cheltenham 012,South West,E12000009,14,1,1,18,Yellow,2,12,Yellow,2,1,1,14,Yellow,2,6,Green,1
14,22177,E01022113,Cheltenham 014A,E07000078,Cheltenham,E02004613,Cheltenham 014,South West,E12000009,12,1,1,15,Green,1,9,Yellow,2,1,1,12,Green,1,4,Green,1
15,22178,E01022114,Cheltenham 014B,E07000078,Cheltenham,E02004613,Cheltenham 014,South West,E12000009,13,1,1,19,Yellow,2,13,Yellow,2,1,1,13,Yellow,2,5,Green,1
16,22179,E01022115,Cheltenham 014C,E07000078,Cheltenham,E02004613,Cheltenham 014,South West,E12000009,13,2,1,17,Yellow,2,11,Yellow,2,1,2,13,Yellow,2,5,Green,1
17,22180,E01022116,Cheltenham 009A,E07000078,Cheltenham,E02004608,Cheltenham 009,South West,E12000009,12,1,0,17,Yellow,2,11,Yellow,2,0,1,12,Green,1,4,Green,1
18,22181,E01022117,Cheltenham 009B,E07000078,Cheltenham,E02004608,Cheltenham 009,South West,E12000009,13,1,1,19,Yellow,2,13,Yellow,2,1,1,13,Yellow,2,5,Green,1
19,22182,E01022118,Cheltenham 014D,E07000078,Cheltenham,E02004613,Cheltenham 014,South West,E12000009,11,0,0,14,Green,1,8,Yellow,2,0,0,11,Green,1,3,Green,1
20,22183,E01022119,Cheltenham 009C,E07000078,Cheltenham,E02004608,Cheltenham 009,South West,E12000009,10,0,0,15,Green,1,9,Yellow,2,0,0,10,Green,1,2,Green,1
21,22184,E01022120,Cheltenham 005A,E07000078,Cheltenham,E02004604,Cheltenham 005,South West,E12000009,23,1,1,32,Red,4,26,Red,4,1,1,23,Red,4,15,Orange,3
22,22185,E01022121,Cheltenham 005B,E07000078,Cheltenham,E02004604,Cheltenham 005,South West,E12000009,23,1,1,32,Red,4,26,Red,4,1,1,23,Red,4,15,Orange,3
23,22186,E01022122,Cheltenham 003A,E07000078,Cheltenham,E02004602,Cheltenham 003,South West,E12000009,25,1,1,35,Red,4,29,Red,4,1,1,25,Red,4,17,Orange,3
24,22187,E01022123,Cheltenham 010D,E07000078,Cheltenham,E02004609,Cheltenham 010,South West,E12000009,12,0,0,18,Yellow,2,12,Yellow,2,0,0,12,Green,1,4,Green,1
25,22188,E01022124,Cheltenham 009D,E07000078,Cheltenham,E02004608,Cheltenham 009,South West,E12000009,16,2,2,25,Orange,3,19,Orange,3,2,2,16,Orange,3,8,Yellow,2
26,22189,E01022125,Cheltenham 009E,E07000078,Cheltenham,E02004608,Cheltenham 009,South West,E12000009,14,1,1,20,Orange,3,14,Yellow,2,1,1,14,Yellow,2,6,Green,1
27,22190,E01022126,Cheltenham 009F,E07000078,Cheltenham,E02004608,Cheltenham 009,South West,E12000009,12,0,0,16,Yellow,2,10,Yellow,2,0,0,12,Green,1,4,Green,1
28,22191,E01022127,Cheltenham 009G,E07000078,Cheltenham,E02004608,Cheltenham 009,South West,E12000009,14,1,0,16,Yellow,2,10,Yellow,2,0,1,14,Yellow,2,6,Green,1
29,22192,E01022128,Cheltenham 015A,E07000078,Cheltenham,E02004614,Cheltenham 015,South West,E12000009,10,1,1,12,Green,1,6,Green,1,1,1,10,Green,1,2,Green,1
30,22193,E01022129,Cheltenham 015B,E07000078,Cheltenham,E02004614,Cheltenham 015,South West,E12000009,14,1,1,14,Green,1,8,Yellow,2,1,1,14,Yellow,2,6,Green,1
31,22194,E01022130,Cheltenham 015C,E07000078,Cheltenham,E02004614,Cheltenham 015,South West,E12000009,9,1,1,10,Green,1,4,Green,1,1,1,9,Green,1,1,Green,1
32,22195,E01022131,Cheltenham 006A,E07000078,Cheltenham,E02004605,Cheltenham 006,South West,E12000009,25,2,2,30,Red,4,24,Red,4,2,2,25,Red,4,17,Orange,3
33,22196,E01022132,Cheltenham 006B,E07000078,Cheltenham,E02004605,Cheltenham 006,South West,E12000009,24,2,2,34,Red,4,28,Red,4,2,2,24,Red,4,16,Orange,3
34,22197,E01022133,Cheltenham 006C,E07000078,Cheltenham,E02004605,Cheltenham 006,South West,E12000009,20,0,0,28,Red,4,22,Orange,3,0,0,20,Red,4,12,Yellow,2
35,22198,E01022134,Cheltenham 006D,E07000078,Cheltenham,E02004605,Cheltenham 006,South West,E12000009,19,2,2,29,Red,4,23,Orange,3,2,2,19,Red,4,11,Yellow,2
36,22199,E01022135,Cheltenham 011A,E07000078,Cheltenham,E02004610,Cheltenham 011,South West,E12000009,11,2,1,19,Yellow,2,13,Yellow,2,1,2,11,Green,1,3,Green,1
37,22200,E01022136,Cheltenham 011B,E07000078,Cheltenham,E02004610,Cheltenham 011,South West,E12000009,12,2,2,14,Green,1,8,Yellow,2,2,2,12,Green,1,4,Green,1
38,22201,E01022137,Cheltenham 011C,E07000078,Cheltenham,E02004610,Cheltenham 011,South West,E12000009,13,1,1,18,Yellow,2,12,Yellow,2,1,1,13,Yellow,2,5,Green,1
39,22202,E01022138,Cheltenham 011D,E07000078,Cheltenham,E02004610,Cheltenham 011,South West,E12000009,11,1,1,13,Green,1,7,Green,1,1,1,11,Green,1,3,Green,1
40,22203,E01022139,Cheltenham 004A,E07000078,Cheltenham,E02004603,Cheltenham 004,South West,E12000009,13,1,1,15,Green,1,9,Yellow,2,1,1,13,Green,1,5,Green,1
41,22204,E01022140,Cheltenham 008D,E07000078,Cheltenham,E02004607,Cheltenham 008,South West,E12000009,16,1,1,16,Yellow,2,10,Yellow,2,1,1,16,Orange,3,8,Yellow,2
42,22205,E01022141,Cheltenham 008E,E07000078,Cheltenham,E02004607,Cheltenham 008,South West,E12000009,8,0,0,12,Green,1,6,Green,1,0,0,8,Green,1,0,Green,1
43,22206,E01022142,Cheltenham 008F,E07000078,Cheltenham,E02004607,Cheltenham 008,South West,E12000009,12,1,1,18,Yellow,2,12,Yellow,2,1,1,12,Green,1,4,Green,1
44,22207,E01022143,Cheltenham 002A,E07000078,Cheltenham,E02004601,Cheltenham 002,South West,E12000009,10,1,1,12,Green,1,6,Green,1,1,1,10,Green,1,2,Green,1
45,22208,E01022144,Cheltenham 002B,E07000078,Cheltenham,E02004601,Cheltenham 002,South West,E12000009,12,2,2,17,Yellow,2,11,Yellow,2,2,2,12,Green,1,4,Green,1
46,22209,E01022145,Cheltenham 002C,E07000078,Cheltenham,E02004601,Cheltenham 002,South West,E12000009,13,2,2,13,Green,1,7,Green,1,2,2,13,Green,1,5,Green,1
47,22210,E01022146,Cheltenham 002D,E07000078,Cheltenham,E02004601,Cheltenham 002,South West,E12000009,12,2,2,16,Yellow,2,10,Yellow,2,2,2,12,Green,1,4,Green,1
48,22211,E01022147,Cheltenham 005C,E07000078,Cheltenham,E02004604,Cheltenham 005,South West,E12000009,22,1,1,33,Red,4,27,Red,4,1,1,22,Red,4,14,Orange,3
49,22212,E01022148,Cheltenham 007A,E07000078,Cheltenham,E02004606,Cheltenham 007,South West,E12000009,15,2,2,23,Orange,3,17,Orange,3,2,2,15,Yellow,2,7,Yellow,2
50,22213,E01022149,Cheltenham 007B,E07000078,Cheltenham,E02004606,Cheltenham 007,South West,E12000009,18,0,0,29,Red,4,23,Orange,3,0,0,18,Orange,3,10,Yellow,2
51,22214,E01022150,Cheltenham 007C,E07000078,Cheltenham,E02004606,Cheltenham 007,South West,E12000009,14,1,1,28,Red,4,22,Orange,3,1,1,14,Yellow,2,6,Green,1
52,22215,E01022151,Cheltenham 004B,E07000078,Cheltenham,E02004603,Cheltenham 004,South West,E12000009,14,0,0,23,Orange,3,17,Orange,3,0,0,14,Yellow,2,6,Green,1
53,22216,E01022152,Cheltenham 004C,E07000078,Cheltenham,E02004603,Cheltenham 004,South West,E12000009,23,1,1,31,Red,4,25,Red,4,1,1,23,Red,4,15,Orange,3
54,22217,E01022153,Cheltenham 004D,E07000078,Cheltenham,E02004603,Cheltenham 004,South West,E12000009,15,1,1,25,Orange,3,19,Orange,3,1,1,15,Orange,3,7,Yellow,2
55,22218,E01022154,Cheltenham 004E,E07000078,Cheltenham,E02004603,Cheltenham 004,South West,E12000009,10,0,0,14,Green,1,8,Yellow,2,0,0,10,Green,1,2,Green,1
56,22219,E01022155,Cheltenham 007D,E07000078,Cheltenham,E02004606,Cheltenham 007,South West,E12000009,11,1,1,21,Orange,3,15,Orange,3,1,1,11,Green,1,3,Green,1
57,22220,E01022156,Cheltenham 007E,E07000078,Cheltenham,E02004606,Cheltenham 007,South West,E12000009,19,0,0,29,Red,4,23,Orange,3,0,0,19,Red,4,11,Yellow,2
58,22221,E01022157,Cheltenham 005D,E07000078,Cheltenham,E02004604,Cheltenham 005,South West,E12000009,16,0,0,25,Orange,3,19,Orange,3,0,0,16,Orange,3,8,Yellow,2
59,22222,E01022158,Cheltenham 007F,E07000078,Cheltenham,E02004606,Cheltenham 007,South West,E12000009,11,2,0,14,Green,1,8,Yellow,2,0,2,11,Green,1,3,Green,1
60,22223,E01022159,Cheltenham 005E,E07000078,Cheltenham,E02004604,Cheltenham 005,South West,E12000009,19,1,1,28,Red,4,22,Orange,3,1,1,19,Red,4,11,Yellow,2
61,22224,E01022160,Cheltenham 003B,E07000078,Cheltenham,E02004602,Cheltenham 003,South West,E12000009,24,2,1,33,Red,4,27,Red,4,1,2,24,Red,4,16,Orange,3
62,22225,E01022161,Cheltenham 003C,E07000078,Cheltenham,E02004602,Cheltenham 003,South West,E12000009,18,1,0,29,Red,4,23,Orange,3,0,1,18,Orange,3,10,Yellow,2
63,22226,E01022162,Cheltenham 003D,E07000078,Cheltenham,E02004602,Cheltenham 003,South West,E12000009,16,2,2,26,Red,4,20,Orange,3,2,2,16,Orange,3,8,Yellow,2
64,22227,E01022163,Cheltenham 001A,E07000078,Cheltenham,E02004600,Cheltenham 001,South West,E12000009,10,1,0,18,Yellow,2,12,Yellow,2,0,1,10,Green,1,2,Green,1
65,22228,E01022164,Cheltenham 001B,E07000078,Cheltenham,E02004600,Cheltenham 001,South West,E12000009,23,1,1,34,Red,4,28,Red,4,1,1,23,Red,4,15,Orange,3
66,22229,E01022165,Cheltenham 001C,E07000078,Cheltenham,E02004600,Cheltenham 001,South West,E12000009,16,1,1,20,Orange,3,14,Yellow,2,1,1,16,Orange,3,8,Yellow,2
67,22230,E01022166,Cheltenham 001D,E07000078,Cheltenham,E02004600,Cheltenham 001,South West,E12000009,9,0,0,15,Green,1,9,Yellow,2,0,0,9,Green,1,1,Green,1
68,22231,E01022167,Cheltenham 013A,E07000078,Cheltenham,E02004612,Cheltenham 013,South West,E12000009,13,1,1,14,Green,1,8,Yellow,2,1,1,13,Green,1,5,Green,1
69,22232,E01022168,Cheltenham 013B,E07000078,Cheltenham,E02004612,Cheltenham 013,South West,E12000009,13,1,1,14,Green,1,8,Yellow,2,1,1,13,Green,1,5,Green,1
70,22233,E01022169,Cheltenham 013C,E07000078,Cheltenham,E02004612,Cheltenham 013,South West,E12000009,10,0,0,19,Yellow,2,13,Yellow,2,0,0,10,Green,1,2,Green,1
71,22234,E01022170,Cheltenham 013D,E07000078,Cheltenham,E02004612,Cheltenham 013,South West,E12000009,12,0,0,16,Yellow,2,10,Yellow,2,0,0,12,Green,1,4,Green,1
72,22235,E01022171,Cheltenham 013E,E07000078,Cheltenham,E02004612,Cheltenham 013,South West,E12000009,8,0,0,12,Green,1,6,Green,1,0,0,8,Green,1,0,Green,1
73,22236,E01022172,Cheltenham 013F,E07000078,Cheltenham,E02004612,Cheltenham 013,South West,E12000009,14,2,2,18,Yellow,2,12,Yellow,2,2,2,14,Yellow,2,6,Green,1
74,22237,E01022173,Cheltenham 013G,E07000078,Cheltenham,E02004612,Cheltenham 013,South West,E12000009,22,3,2,32,Red,4,26,Red,4,2,3,22,Red,4,14,Orange,3
75,22238,E01022174,Cheltenham 011E,E07000078,Cheltenham,E02004610,Cheltenham 011,South West,E12000009,14,2,2,17,Yellow,2,11,Yellow,2,2,2,14,Yellow,2,6,Green,1
76,22239,E01022175,Cotswold 005A,E07000079,Cotswold,E02004619,Cotswold 005,South West,E12000009,13,1,1,9,Green,1,3,Green,1,1,1,13,Green,1,5,Green,1
77,22240,E01022176,Cotswold 011A,E07000079,Cotswold,E02004625,Cotswold 011,South West,E12000009,12,0,0,13,Green,1,7,Green,1,0,0,12,Green,1,4,Green,1
78,22241,E01022177,Cotswold 002A,E07000079,Cotswold,E02004616,Cotswold 002,South West,E12000009,16,2,2,18,Yellow,2,12,Yellow,2,2,2,16,Orange,3,8,Yellow,2
79,22242,E01022178,Cotswold 002B,E07000079,Cotswold,E02004616,Cotswold 002,South West,E12000009,12,1,1,13,Green,1,7,Green,1,1,1,12,Green,1,4,Green,1
80,22243,E01022179,Cotswold 001A,E07000079,Cotswold,E02004615,Cotswold 001,South West,E12000009,15,1,1,18,Yellow,2,12,Yellow,2,1,1,15,Yellow,2,7,Yellow,2
81,22244,E01022180,Cotswold 003A,E07000079,Cotswold,E02004617,Cotswold 003,South West,E12000009,17,2,2,22,Orange,3,16,Orange,3,2,2,17,Orange,3,9,Yellow,2
82,22245,E01022181,Cotswold 003B,E07000079,Cotswold,E02004617,Cotswold 003,South West,E12000009,14,1,1,15,Green,1,9,Yellow,2,1,1,14,Yellow,2,6,Green,1
83,22246,E01022182,Cotswold 001B,E07000079,Cotswold,E02004615,Cotswold 001,South West,E12000009,15,1,1,13,Green,1,7,Green,1,1,1,15,Yellow,2,7,Yellow,2
84,22247,E01022183,Cotswold 001C,E07000079,Cotswold,E02004615,Cotswold 001,South West,E12000009,18,2,2,15,Green,1,9,Yellow,2,2,2,18,Orange,3,10,Yellow,2
85,22248,E01022184,Cotswold 001D,E07000079,Cotswold,E02004615,Cotswold 001,South West,E12000009,14,1,1,11,Green,1,5,Green,1,1,1,14,Yellow,2,6,Green,1
86,22249,E01022185,Cotswold 001E,E07000079,Cotswold,E02004615,Cotswold 001,South West,E12000009,14,2,2,12,Green,1,6,Green,1,2,2,14,Yellow,2,6,Green,1
87,22250,E01022186,Cotswold 004A,E07000079,Cotswold,E02004618,Cotswold 004,South West,E12000009,14,2,1,14,Green,1,8,Yellow,2,1,2,14,Yellow,2,6,Green,1
88,22251,E01022187,Cotswold 004B,E07000079,Cotswold,E02004618,Cotswold 004,South West,E12000009,16,1,1,15,Green,1,9,Yellow,2,1,1,16,Orange,3,8,Yellow,2
89,22252,E01022188,Cotswold 006A,E07000079,Cotswold,E02004620,Cotswold 006,South West,E12000009,19,1,1,26,Red,4,20,Orange,3,1,1,19,Red,4,11,Yellow,2
90,22253,E01022189,Cotswold 006B,E07000079,Cotswold,E02004620,Cotswold 006,South West,E12000009,11,0,0,10,Green,1,4,Green,1,0,0,11,Green,1,3,Green,1
91,22254,E01022190,Cotswold 006C,E07000079,Cotswold,E02004620,Cotswold 006,South West,E12000009,9,0,0,15,Green,1,9,Yellow,2,0,0,9,Green,1,1,Green,1
92,22255,E01022191,Cotswold 008A,E07000079,Cotswold,E02004622,Cotswold 008,South West,E12000009,9,0,0,11,Green,1,5,Green,1,0,0,9,Green,1,1,Green,1
93,22256,E01022192,Cotswold 008B,E07000079,Cotswold,E02004622,Cotswold 008,South West,E12000009,15,1,1,23,Orange,3,17,Orange,3,1,1,15,Yellow,2,7,Yellow,2
94,22257,E01022193,Cotswold 008C,E07000079,Cotswold,E02004622,Cotswold 008,South West,E12000009,8,1,1,10,Green,1,4,Green,1,1,1,8,Green,1,0,Green,1
95,22258,E01022194,Cotswold 007A,E07000079,Cotswold,E02004621,Cotswold 007,South West,E12000009,16,3,3,17,Yellow,2,11,Yellow,2,3,3,16,Orange,3,8,Yellow,2
96,22259,E01022195,Cotswold 007B,E07000079,Cotswold,E02004621,Cotswold 007,South West,E12000009,12,1,1,11,Green,1,5,Green,1,1,1,12,Green,1,4,Green,1
97,22260,E01022196,Cotswold 006D,E07000079,Cotswold,E02004620,Cotswold 006,South West,E12000009,13,1,1,15,Green,1,9,Yellow,2,1,1,13,Green,1,5,Green,1
98,22261,E01022197,Cotswold 006E,E07000079,Cotswold,E02004620,Cotswold 006,South West,E12000009,9,1,1,6,Green,1,0,Green,1,1,1,9,Green,1,1,Green,1
99,22262,E01022198,Cotswold 008D,E07000079,Cotswold,E02004622,Cotswold 008,South West,E12000009,11,0,0,12,Green,1,6,Green,1,0,0,11,Green,1,3,Green,1
100,22263,E01022199,Cotswold 007C,E07000079,Cotswold,E02004621,Cotswold 007,South West,E12000009,12,2,2,16,Yellow,2,10,Yellow,2,2,2,12,Green,1,4,Green,1
101,22264,E01022200,Cotswold 007D,E07000079,Cotswold,E02004621,Cotswold 007,South West,E12000009,18,2,2,22,Orange,3,16,Orange,3,2,2,18,Orange,3,10,Yellow,2
102,22265,E01022201,Cotswold 004C,E07000079,Cotswold,E02004618,Cotswold 004,South West,E12000009,9,1,1,8,Green,1,2,Green,1,1,1,9,Green,1,1,Green,1
103,22266,E01022202,Cotswold 009A,E07000079,Cotswold,E02004623,Cotswold 009,South West,E12000009,13,1,1,12,Green,1,6,Green,1,1,1,13,Green,1,5,Green,1
104,22267,E01022203,Cotswold 009B,E07000079,Cotswold,E02004623,Cotswold 009,South West,E12000009,16,1,1,18,Yellow,2,12,Yellow,2,1,1,16,Orange,3,8,Yellow,2
105,22268,E01022204,Cotswold 009C,E07000079,Cotswold,E02004623,Cotswold 009,South West,E12000009,17,3,2,17,Yellow,2,11,Yellow,2,2,3,17,Orange,3,9,Yellow,2
106,22269,E01022205,Cotswold 002C,E07000079,Cotswold,E02004616,Cotswold 002,South West,E12000009,13,1,1,12,Green,1,6,Green,1,1,1,13,Green,1,5,Green,1
107,22270,E01022206,Cotswold 011B,E07000079,Cotswold,E02004625,Cotswold 011,South West,E12000009,12,1,1,10,Green,1,4,Green,1,1,1,12,Green,1,4,Green,1
108,22271,E01022207,Cotswold 005B,E07000079,Cotswold,E02004619,Cotswold 005,South West,E12000009,11,1,1,13,Green,1,7,Green,1,1,1,11,Green,1,3,Green,1
109,22272,E01022208,Cotswold 009D,E07000079,Cotswold,E02004623,Cotswold 009,South West,E12000009,13,2,1,13,Green,1,7,Green,1,1,2,13,Green,1,5,Green,1
110,22273,E01022209,Cotswold 009E,E07000079,Cotswold,E02004623,Cotswold 009,South West,E12000009,11,1,0,12,Green,1,6,Green,1,0,1,11,Green,1,3,Green,1
111,22274,E01022210,Cotswold 009F,E07000079,Cotswold,E02004623,Cotswold 009,South West,E12000009,20,5,2,21,Orange,3,15,Orange,3,2,5,20,Red,4,12,Yellow,2
112,22275,E01022211,Cotswold 002D,E07000079,Cotswold,E02004616,Cotswold 002,South West,E12000009,16,3,2,16,Yellow,2,10,Yellow,2,2,3,16,Orange,3,8,Yellow,2
113,22276,E01022212,Cotswold 002E,E07000079,Cotswold,E02004616,Cotswold 002,South West,E12000009,16,2,1,13,Green,1,7,Green,1,1,2,16,Orange,3,8,Yellow,2
114,22277,E01022213,Cotswold 005C,E07000079,Cotswold,E02004619,Cotswold 005,South West,E12000009,14,2,2,14,Green,1,8,Yellow,2,2,2,14,Yellow,2,6,Green,1
115,22278,E01022214,Cotswold 003C,E07000079,Cotswold,E02004617,Cotswold 003,South West,E12000009,11,0,0,12,Green,1,6,Green,1,0,0,11,Green,1,3,Green,1
116,22279,E01022215,Cotswold 005D,E07000079,Cotswold,E02004619,Cotswold 005,South West,E12000009,14,1,1,13,Green,1,7,Green,1,1,1,14,Yellow,2,6,Green,1
117,22280,E01022216,Cotswold 004D,E07000079,Cotswold,E02004618,Cotswold 004,South West,E12000009,12,1,1,10,Green,1,4,Green,1,1,1,12,Green,1,4,Green,1
118,22281,E01022217,Cotswold 011C,E07000079,Cotswold,E02004625,Cotswold 011,South West,E12000009,13,1,1,10,Green,1,4,Green,1,1,1,13,Green,1,5,Green,1
119,22282,E01022218,Cotswold 011D,E07000079,Cotswold,E02004625,Cotswold 011,South West,E12000009,17,2,2,21,Orange,3,15,Orange,3,2,2,17,Orange,3,9,Yellow,2
120,22283,E01022219,Cotswold 011E,E07000079,Cotswold,E02004625,Cotswold 011,South West,E12000009,9,1,1,8,Green,1,2,Green,1,1,1,9,Green,1,1,Green,1
121,22284,E01022220,Cotswold 011F,E07000079,Cotswold,E02004625,Cotswold 011,South West,E12000009,13,2,2,15,Green,1,9,Yellow,2,2,2,13,Green,1,5,Green,1
122,22285,E01022221,Cotswold 010A,E07000079,Cotswold,E02004624,Cotswold 010,South West,E12000009,12,1,1,8,Green,1,2,Green,1,1,1,12,Green,1,4,Green,1
123,22286,E01022222,Cotswold 003D,E07000079,Cotswold,E02004617,Cotswold 003,South West,E12000009,15,1,1,12,Green,1,6,Green,1,1,1,15,Yellow,2,7,Yellow,2
124,22287,E01022223,Cotswold 010B,E07000079,Cotswold,E02004624,Cotswold 010,South West,E12000009,11,3,1,8,Green,1,2,Green,1,1,3,11,Green,1,3,Green,1
125,22288,E01022224,Cotswold 010C,E07000079,Cotswold,E02004624,Cotswold 010,South West,E12000009,11,3,1,8,Green,1,2,Green,1,1,3,11,Green,1,3,Green,1
126,22289,E01022225,Cotswold 008E,E07000079,Cotswold,E02004622,Cotswold 008,South West,E12000009,17,2,2,20,Orange,3,14,Yellow,2,2,2,17,Orange,3,9,Yellow,2
127,22290,E01022226,Forest of Dean 009A,E07000080,Forest of Dean,E02004634,Forest of Dean 009,South West,E12000009,19,3,2,28,Red,4,22,Orange,3,2,3,19,Red,4,11,Yellow,2
128,22291,E01022227,Forest of Dean 009B,E07000080,Forest of Dean,E02004634,Forest of Dean 009,South West,E12000009,19,2,2,21,Orange,3,15,Orange,3,2,2,19,Red,4,11,Yellow,2
129,22292,E01022228,Forest of Dean 005A,E07000080,Forest of Dean,E02004630,Forest of Dean 005,South West,E12000009,18,4,2,23,Orange,3,17,Orange,3,2,4,18,Orange,3,10,Yellow,2
130,22293,E01022229,Forest of Dean 007A,E07000080,Forest of Dean,E02004632,Forest of Dean 007,South West,E12000009,19,2,2,27,Red,4,21,Orange,3,2,2,19,Red,4,11,Yellow,2
131,22294,E01022230,Forest of Dean 005B,E07000080,Forest of Dean,E02004630,Forest of Dean 005,South West,E12000009,21,3,2,21,Orange,3,15,Orange,3,2,3,21,Red,4,13,Orange,3
132,22295,E01022231,Forest of Dean 008A,E07000080,Forest of Dean,E02004633,Forest of Dean 008,South West,E12000009,23,2,2,23,Orange,3,17,Orange,3,2,2,23,Red,4,15,Orange,3
133,22296,E01022232,Forest of Dean 008B,E07000080,Forest of Dean,E02004633,Forest of Dean 008,South West,E12000009,18,1,1,22,Orange,3,16,Orange,3,1,1,18,Orange,3,10,Yellow,2
134,22297,E01022233,Forest of Dean 001A,E07000080,Forest of Dean,E02004626,Forest of Dean 001,South West,E12000009,15,1,1,15,Green,1,9,Yellow,2,1,1,15,Yellow,2,7,Yellow,2
135,22298,E01022234,Forest of Dean 006A,E07000080,Forest of Dean,E02004631,Forest of Dean 006,South West,E12000009,18,2,2,20,Orange,3,14,Yellow,2,2,2,18,Orange,3,10,Yellow,2
136,22299,E01022235,Forest of Dean 001B,E07000080,Forest of Dean,E02004626,Forest of Dean 001,South West,E12000009,13,1,1,14,Green,1,8,Yellow,2,1,1,13,Green,1,5,Green,1
137,22300,E01022236,Forest of Dean 004A,E07000080,Forest of Dean,E02004629,Forest of Dean 004,South West,E12000009,17,1,1,21,Orange,3,15,Orange,3,1,1,17,Orange,3,9,Yellow,2
138,22301,E01022237,Forest of Dean 004B,E07000080,Forest of Dean,E02004629,Forest of Dean 004,South West,E12000009,22,1,1,29,Red,4,23,Orange,3,1,1,22,Red,4,14,Orange,3
139,22302,E01022238,Forest of Dean 004C,E07000080,Forest of Dean,E02004629,Forest of Dean 004,South West,E12000009,30,2,2,32,Red,4,26,Red,4,2,2,30,Red,4,22,Red,4
140,22303,E01022239,Forest of Dean 004D,E07000080,Forest of Dean,E02004629,Forest of Dean 004,South West,E12000009,17,2,2,22,Orange,3,16,Orange,3,2,2,17,Orange,3,9,Yellow,2
141,22304,E01022240,Forest of Dean 004E,E07000080,Forest of Dean,E02004629,Forest of Dean 004,South West,E12000009,17,1,1,30,Red,4,24,Red,4,1,1,17,Orange,3,9,Yellow,2
142,22305,E01022241,Forest of Dean 007B,E07000080,Forest of Dean,E02004632,Forest of Dean 007,South West,E12000009,20,2,2,26,Red,4,20,Orange,3,2,2,20,Red,4,12,Yellow,2
143,22306,E01022242,Forest of Dean 007C,E07000080,Forest of Dean,E02004632,Forest of Dean 007,South West,E12000009,26,2,2,27,Red,4,21,Orange,3,2,2,26,Red,4,18,Orange,3
144,22307,E01022243,Forest of Dean 007D,E07000080,Forest of Dean,E02004632,Forest of Dean 007,South West,E12000009,22,2,2,33,Red,4,27,Red,4,2,2,22,Red,4,14,Orange,3
